parameter,0,1,2,3,4,5,6,7,8,9,min,avg,max,σ,μ-σ,μ+σ,
222,552478,468230,446813,422208,323178,360803,424158,324210,286731,301705,286731.00,391051.40,552478.00,190505.69,361972.31,742983.69,
223,500551,468104,387837,422191,322793,361522,424209,326065,286199,394828,286199.00,389429.90,500551.00,135081.09,365469.91,635632.09,
224,497974,467428,387779,422855,341471,335236,299559,325879,283322,394471,283322.00,375597.40,497974.00,147373.02,350600.98,645347.02,
225,497859,467051,244245,422945,386816,358520,424378,325954,312349,395057,244245.00,383517.40,497859.00,142423.55,355435.45,640282.55,
226,498462,467507,404983,417275,421803,358215,424512,325485,288752,395037,288752.00,400203.10,498462.00,121059.37,377402.63,619521.37,
227,449524,265434,367043,417416,415842,283128,275885,654460,326327,394979,265434.00,385003.80,654460.00,298754.14,355705.86,953214.14,
228,455436,283238,392670,417200,415649,433493,276842,655463,292634,349839,276842.00,397246.40,655463.00,286660.29,368802.71,942123.29,
229,560945,357667,393183,416980,246694,433447,279984,326635,264105,404059,246694.00,368369.90,560945.00,224045.84,336899.16,784990.84,
230,661852,323465,393603,546874,246539,433273,454025,326558,264095,404054,246539.00,405433.80,661852.00,299017.10,362834.90,960869.10,
231,661616,323567,396003,548481,354047,432719,361124,637064,263900,404273,263900.00,438279.40,661616.00,270785.10,390830.90,932401.10,
232,527979,644312,394351,540489,354078,391806,500947,651532,263956,404108,263956.00,467355.80,651532.00,228174.12,423357.88,879706.12,
233,524716,644240,402157,432393,236666,391817,471771,633473,266268,397550,236666.00,440105.10,644240.00,250975.33,393264.67,895215.33,
234,524897,643772,402130,426515,354946,392101,534087,633814,266427,305448,266427.00,448413.70,643772.00,240677.87,403094.13,884449.87,
235,346902,648359,401757,450633,237676,391861,534793,629547,271764,305537,237676.00,421882.90,648359.00,259692.49,388666.51,908051.49,
236,346988,389483,441678,450688,385201,392004,534237,629337,271698,442265,271698.00,428357.90,629337.00,214096.61,415240.39,843433.61,
237,400169,393837,441622,449353,385218,392148,534174,629810,273014,385961,273014.00,428530.60,629810.00,220071.49,409738.51,849881.49,
238,400189,563544,441856,406387,481366,392178,296548,629930,288330,385348,288330.00,428567.60,629930.00,225093.10,404836.90,855023.10,
239,457851,561949,441670,381026,433721,394544,296750,629988,296588,385950,296588.00,428003.70,629988.00,230407.21,399580.79,860395.21,
240,687375,562056,441590,370536,434074,394687,512595,630029,297263,397351,297263.00,472755.60,687375.00,257437.72,429937.28,944812.72,
241,653080,563938,480545,366708,433862,394283,512232,698281,293123,451417,293123.00,484746.90,698281.00,257647.24,440633.76,955928.24,
242,580817,556673,452258,410800,265679,290541,294089,698451,293220,451105,265679.00,429363.30,698451.00,317286.78,381164.22,1015737.78,
243,640714,556412,452424,302021,434702,290619,290983,703261,295168,448974,290619.00,441527.80,703261.00,314298.10,388962.90,1017559.10,
244,584345,557633,441126,378514,267477,345106,419775,703581,296414,448863,267477.00,444283.40,703581.00,302903.56,400677.44,1006484.56,
245,575233,568330,441325,301665,352745,253042,275694,704031,338655,448533,253042.00,425925.30,704031.00,326321.58,377709.42,1030352.58,
246,584693,563919,390188,306444,358981,354023,276584,704043,338632,448691,276584.00,432619.80,704043.00,316097.29,387945.71,1020140.29,
247,584766,563974,390059,306403,440334,354242,233851,697382,297089,450099,233851.00,431819.90,697382.00,313612.07,383769.93,1010994.07,
248,584768,559111,389886,411225,404697,353704,276369,697535,337739,449889,276369.00,446492.30,697535.00,292103.27,405431.73,989638.27,
249,585574,566751,389913,315118,441393,410800,276097,554147,321566,451303,276097.00,431266.20,585574.00,196528.39,389045.61,782102.39,
250,575817,568327,390014,313970,441410,410835,280585,556050,256273,450450,256273.00,424373.10,575817.00,198271.68,377545.32,774088.68,
251,665029,566094,389792,499056,463622,410780,515151,556030,255751,450121,255751.00,477142.60,665029.00,227629.34,437399.66,892658.34,
252,681980,569768,455616,373712,323036,416418,488147,561833,256578,449808,256578.00,457689.60,681980.00,267727.59,414252.41,949707.59,
253,586439,566217,455584,414054,320759,374709,556482,572838,242255,388271,242255.00,447760.80,586439.00,188997.24,397441.76,775436.24,
254,729139,537785,455959,414636,320905,374717,280789,574064,311669,387670,280789.00,438733.30,729139.00,336381.73,392757.27,1065520.73,
255,589366,537588,485429,413623,268439,431220,282929,568844,311704,387898,268439.00,427704.00,589366.00,206662.39,382703.61,796028.39,
256,589442,536389,510790,414568,268352,372953,283067,569117,311039,502634,268352.00,435835.10,589442.00,202449.05,386992.95,791891.05,
257,587853,536561,456287,312434,476168,344765,389514,693840,311193,503099,311193.00,461171.40,693840.00,273107.28,420732.72,966947.28,
258,581401,536465,456083,414466,476125,344763,387759,693892,299998,498807,299998.00,468975.90,693892.00,261546.01,432345.99,955438.01,
259,472512,536488,455164,509970,476202,376429,526251,381663,300003,459149,300003.00,449383.10,536488.00,116691.49,419796.51,653179.49,
260,745813,444545,454747,506527,476124,376175,267598,694407,243382,459277,243382.00,466859.50,745813.00,334660.02,411152.98,1080473.02,
261,562850,444236,457418,506474,395669,376310,463989,491103,310330,604073,310330.00,461245.20,604073.00,173384.62,430688.38,777457.62,
262,738430,444459,509332,511208,396106,376443,465736,490965,309826,604106,309826.00,484661.10,738430.00,293655.18,444774.82,1032085.18,
263,763700,444368,509533,510820,381704,376482,512608,701509,296334,604092,296334.00,510115.00,763700.00,304995.70,458704.30,1068695.70,
264,735648,444340,509312,504188,411929,376494,523213,701118,296786,609106,296786.00,511213.40,735648.00,274546.36,461101.64,1010194.36,
265,735443,546776,457997,503226,412164,377406,274600,700380,339863,389796,274600.00,473765.10,735443.00,314246.39,421196.61,1049689.39,
266,735506,546407,341171,504189,411734,376763,291092,699298,296890,502089,291092.00,470513.90,735506.00,320411.76,415094.24,1055917.76,
267,735255,546433,503491,507696,336384,377742,293663,721826,355577,503379,293663.00,488144.60,735255.00,302061.57,433193.43,1037316.57,
268,735142,446719,503460,505881,333260,430346,274549,722834,340222,539793,274549.00,483220.60,735142.00,307364.27,427777.73,1042506.27,
269,735135,446781,503374,505652,332632,378674,274631,810174,339948,539455,274631.00,486645.60,810174.00,382151.88,428022.12,1192325.88,
270,735161,447085,503263,497915,318808,433769,312733,810182,339966,470238,312733.00,486912.00,810182.00,378712.01,431469.99,1188894.01,
271,736486,428303,500857,497967,318542,433974,312690,810220,338895,469720,312690.00,484765.40,810220.00,381226.08,428993.92,1191446.08,
272,737195,430161,501226,488559,318937,433881,312638,810311,339199,472750,312638.00,484485.70,810311.00,381559.99,428751.01,1191870.99,
273,736021,451411,500918,488433,318042,520855,313283,810307,339192,476128,313283.00,495459.00,810307.00,370419.56,439887.44,1180726.56,
274,736794,449969,512472,488967,376286,376152,466547,714679,339357,466562,339357.00,492778.50,736794.00,290313.98,446480.02,1027107.98,
275,736451,449932,511652,488253,376724,374392,466119,714849,297910,470289,297910.00,488657.10,736451.00,296540.55,439910.45,1032991.55,
276,737910,450444,475404,488457,435512,374089,466345,719389,296754,472684,296754.00,491698.80,737910.00,293756.74,444153.26,1031666.74,
277,767935,450459,472167,488511,497218,374117,466724,719355,300272,471568,300272.00,500832.60,767935.00,315235.00,452700.00,1083170.00,
278,782054,450361,468002,487939,376209,519641,466495,719205,297064,470023,297064.00,503699.30,782054.00,327419.10,454634.90,1109473.10,
279,553048,453165,468080,488231,305073,515226,466479,719881,315433,541883,305073.00,482649.90,719881.00,271134.71,448746.29,991015.71,
280,788292,453211,512596,488341,438525,374097,466546,719723,313082,540390,313082.00,509480.30,788292.00,327898.15,460393.85,1116190.15,
281,788801,450102,478778,438662,438477,374101,276548,810141,339761,540279,276548.00,493565.00,810141.00,377785.29,432355.71,1187926.29,
282,754258,448680,543130,375627,433524,456216,276735,810904,299950,541692,276735.00,494071.60,810904.00,377047.01,433856.99,1187951.01,
283,527160,439478,542858,434990,441510,375445,368252,812775,330821,541781,330821.00,481507.00,812775.00,363217.21,449557.79,1175992.21,
284,753229,448198,477312,378648,441755,375414,402919,812757,526057,477847,375414.00,509413.60,812757.00,353571.84,459185.16,1166328.84,
285,753344,432946,538199,331165,435408,418170,369463,722327,526159,541549,331165.00,506873.00,753344.00,295409.15,457934.85,1048753.15,
286,753162,436518,551238,356081,443820,471019,368939,819621,526441,494178,356081.00,522101.70,819621.00,348233.37,471387.63,1167854.37,
287,753503,436541,547912,418232,500380,470974,537529,695492,526746,541873,418232.00,542918.20,753503.00,246136.62,507366.38,999639.62,
288,753478,451823,538591,446123,500304,469455,536655,582600,526781,494398,446123.00,530020.80,753478.00,251910.67,501567.33,1005388.67,
289,759935,435471,538629,446337,500598,469442,539988,582541,526812,493733,435471.00,529348.60,759935.00,260190.95,499744.05,1020125.95,
290,758957,456155,538712,446454,323655,469489,414164,695904,337521,493779,323655.00,493479.00,758957.00,313035.35,445921.65,1071992.35,
291,759845,456143,539753,444222,380969,469465,593231,695871,337226,629026,337226.00,530575.10,759845.00,278035.60,481809.40,1037880.60,
292,755918,437681,539707,444198,379450,469741,593199,695854,337416,628208,337416.00,528137.20,755918.00,276958.82,478959.18,1032876.82,
293,756693,459669,438229,447755,439800,469887,467076,753717,540468,627775,438229.00,540106.90,756693.00,261411.57,495281.43,1018104.57,
294,756744,454001,438295,449319,436446,472870,432732,753780,540749,630772,432732.00,536570.80,756744.00,266304.72,490439.28,1023048.72,
295,754877,453713,539639,449362,436582,475186,464056,753462,541317,482840,436582.00,535103.40,754877.00,261214.30,493662.70,1016091.30,
296,758356,472766,543993,429349,436592,475051,464155,753300,541881,548867,429349.00,542431.00,758356.00,257526.57,500829.43,1015882.57,
297,758634,406837,543970,535707,436003,490870,433441,753778,336020,513039,336020.00,520829.90,758634.00,286748.07,471885.93,1045382.07,
298,758794,406870,543981,539911,384846,491001,615170,868261,362689,613616,362689.00,558513.90,868261.00,363068.75,505192.25,1231329.75,
299,737768,435482,543927,539807,413987,491143,615145,868266,339427,464904,339427.00,544985.60,868266.00,373484.51,494781.49,1241750.51,
300,738484,440256,448387,528107,414294,491085,577061,866948,302518,464871,302518.00,527201.10,866948.00,391935.77,475012.23,1258883.77,
301,738686,406361,434339,514043,414635,293606,611334,867065,531089,613896,293606.00,542505.40,867065.00,380065.11,486999.89,1247130.11,
302,738557,406468,444717,525912,437609,490968,469953,869994,531116,478917,406468.00,539421.10,869994.00,376022.92,493971.08,1246016.92,
303,552186,406450,444687,531551,437739,491255,449680,869997,531115,613678,406450.00,532833.80,869997.00,364814.93,505182.07,1234811.93,
304,552132,555285,443345,535052,439433,353814,451878,870031,532955,613537,353814.00,534746.20,870031.00,365071.21,504959.79,1235102.21,
305,555944,550433,447212,527821,439418,490805,452394,870029,532485,613699,439418.00,548024.00,870029.00,346621.60,523407.40,1216650.60,
306,515317,452282,447296,527971,455501,491246,470060,871578,532257,613649,447296.00,537715.70,871578.00,355050.14,516527.86,1226628.14,
307,515468,545425,447472,527641,423463,491107,470231,871291,533043,610883,423463.00,543602.40,871291.00,348340.43,522950.57,1219631.43,
308,470822,489162,406086,531386,423609,491225,450925,871362,533070,610848,406086.00,527849.50,871362.00,362430.91,508931.09,1233792.91,
309,684280,489230,406264,531944,423488,494824,450953,855390,532589,610925,406264.00,547988.70,855390.00,347128.65,508261.35,1202518.65,
310,684097,486087,405461,534324,423474,403686,452502,870687,295975,613715,295975.00,517000.80,870687.00,403703.56,466983.44,1274390.56,
311,490019,471095,405417,535072,415570,403714,450938,867374,304896,614984,304896.00,495907.90,867374.00,401867.11,465506.89,1269241.11,
312,565026,564541,405215,534838,425335,403956,560897,867417,366988,614968,366988.00,530918.10,867417.00,370333.20,497083.80,1237750.20,
313,564950,562256,406075,536971,424775,404172,560483,869210,402792,614944,402792.00,534662.80,869210.00,366725.70,502484.30,1235935.70,
314,564971,481928,487345,474330,425289,454002,560471,869125,400264,615017,400264.00,533274.20,869125.00,365228.53,503896.47,1234353.53,
315,541805,470076,451019,536920,531644,457850,560183,865635,291206,617294,291206.00,532363.20,865635.00,365027.91,500607.09,1230662.91,
316,474244,470088,451013,536543,531477,458174,566516,830391,358765,475379,358765.00,515259.00,830391.00,334345.51,496045.49,1164736.51,
317,473740,491599,411301,533757,531426,458159,470742,830066,358345,508116,358345.00,506725.10,830066.00,343270.22,486795.78,1173336.22,
318,487816,568765,411180,533566,531894,459345,469922,866553,358427,508643,358427.00,519611.10,866553.00,369435.81,497117.19,1235988.81,
319,473917,562532,410435,616403,425069,436258,469619,818420,355847,510626,355847.00,507912.60,818420.00,333980.57,484439.43,1152400.57,
320,543019,562590,534884,473247,425909,436237,469818,818534,370712,510780,370712.00,514573.00,818534.00,330379.09,488154.91,1148913.09,
321,319659,466661,410625,473230,527917,436086,469495,588276,370609,535689,319659.00,459824.70,588276.00,129376.24,458899.76,717652.24,
322,322744,568785,410685,474495,527920,436192,469827,588284,370599,535669,322744.00,470520.00,588284.00,122851.54,465432.46,711135.54,
323,543230,570098,555539,527838,528251,436445,470118,588278,367936,388720,367936.00,497645.30,588278.00,122041.72,466236.28,710319.72,
324,322950,709150,551886,569573,528393,436155,470206,599253,370652,388523,322950.00,494674.10,709150.00,220596.97,488553.03,929746.97,
325,327688,447752,413516,531382,385773,436404,468168,982551,370581,388509,327688.00,475232.40,982551.00,522788.23,459762.77,1505339.23,
326,332032,559609,409743,531817,385942,436613,655451,729959,373682,386074,332032.00,480092.20,729959.00,263725.21,466233.79,993684.21,
327,543046,559733,552063,537674,385995,436689,537402,730071,452411,386058,385995.00,512114.20,730071.00,243753.32,486317.68,973824.32,
328,543135,483773,551691,531865,385961,490551,655237,588972,303183,386354,303183.00,492072.20,655237.00,198775.28,456461.72,854012.28,
329,543325,483699,551880,531330,425909,489221,642823,588961,303159,386281,303159.00,494658.80,642823.00,182803.35,460019.65,825626.35,
330,541197,484560,551698,531480,425856,489279,643197,734119,303125,386266,303125.00,509077.70,734119.00,259618.68,474500.32,993737.68,
331,689263,484508,552109,532150,529495,420358,658388,589360,378806,386304,378806.00,522074.10,689263.00,206116.91,483146.09,895379.91,
332,329395,484589,547782,532171,497146,527993,556126,406531,432135,645693,329395.00,495956.10,645693.00,147262.25,498430.75,792955.25,
333,780869,484422,548793,561930,428615,368712,555665,588558,431966,647388,368712.00,539691.80,780869.00,281045.96,499823.04,1061914.96,
334,821492,484404,549092,466125,529657,528342,635312,588548,517266,645944,466125.00,576618.20,821492.00,278391.58,543100.42,1099883.58,
335,754213,484418,547390,467817,529647,416820,657313,414373,515983,390853,390853.00,517882.70,754213.00,273966.05,480246.95,1028179.05,
336,460963,484415,547433,470531,428292,417645,657354,419684,304220,646128,304220.00,483666.50,657354.00,202248.43,455105.57,859602.43,
337,461159,484358,546975,453767,428502,416716,658280,418807,304215,646170,304215.00,481894.90,658280.00,205066.47,453213.53,863346.47,
338,461160,476475,546960,455947,426302,417694,656257,589735,304332,574127,304332.00,490898.90,656257.00,191254.58,465002.42,847511.58,
339,401993,476519,547223,456416,426336,528460,656198,418013,303529,570410,303529.00,478509.70,656198.00,194848.54,461349.46,851046.54,
340,401326,789720,547305,573514,426401,528450,658513,584013,303126,571261,303126.00,538362.90,789720.00,268700.88,521019.12,1058420.88,
341,400139,817046,547345,544750,426385,406388,658809,586098,360577,403591,360577.00,515112.80,817046.00,320732.61,496313.39,1137778.61,
342,518775,800110,528626,457819,428591,406323,658539,583506,360460,403702,360460.00,514645.10,800110.00,316465.26,483644.74,1116575.26,
343,518703,706690,551719,473151,478225,406417,658523,587688,360135,404121,360135.00,514537.20,706690.00,223369.78,483320.22,930059.78,
344,563142,467514,551719,473989,478227,372747,658528,587771,374831,404003,372747.00,493247.10,658528.00,196186.39,462341.61,854714.39,
345,499356,467346,551804,473938,477641,379476,645803,587803,374830,512406,374830.00,497040.30,645803.00,171274.29,474528.71,817077.29,
346,499316,797118,551770,608097,477499,422761,566417,589170,374842,399740,374842.00,528673.00,797118.00,292672.68,504445.32,1089790.68,
347,565016,797151,551755,425903,386839,390561,562279,584452,374912,512451,374912.00,515131.90,797151.00,314724.08,482426.92,1111875.08,
348,565242,706035,552312,450583,502637,373194,562140,583837,374632,512443,373194.00,518305.50,706035.00,217046.92,488988.08,923081.92,
349,565232,467045,551752,430743,594533,372314,562136,820881,518289,400169,372314.00,528309.40,820881.00,322799.09,498081.91,1143680.09,
350,565096,467066,551771,490258,594599,381017,562015,742726,518194,400175,381017.00,527291.70,742726.00,242528.26,500197.74,985254.26,
351,564657,468454,475384,430874,594567,425587,496556,621471,435739,401246,401246.00,491453.50,621471.00,155911.79,465559.21,777382.79,
352,564677,485082,475351,430755,373477,377352,570989,621644,374836,401317,373477.00,467548.00,621644.00,185525.97,436118.03,807169.97,
353,565335,488378,484559,430993,438018,432631,570969,833195,305606,395518,305606.00,494520.20,833195.00,373794.72,459400.28,1206989.72,
354,565319,488361,484390,478113,438144,380448,534435,833194,308783,395074,308783.00,490626.10,833194.00,377699.61,455494.39,1210893.61,
355,357592,790301,550979,609725,422815,380465,542505,832799,374840,396952,357592.00,525897.30,832799.00,331267.46,501531.54,1164066.46,
356,565397,768383,481856,555546,422180,379484,532878,560001,548758,395246,379484.00,520972.90,768383.00,275851.87,492531.13,1044234.87,
357,788898,671534,486745,555552,422033,379686,527171,560169,548793,395038,379686.00,533561.90,788898.00,297239.07,491658.93,1086137.07,
358,565062,671464,487005,555580,421822,418495,501601,655563,551680,397057,397057.00,522532.90,671464.00,180284.45,491179.55,851748.45,
359,569649,463585,487071,466618,425216,484401,504261,655589,548671,395056,395056.00,500011.70,655589.00,178126.05,477462.95,833715.05,
360,918362,463585,485742,555018,426152,441286,573003,556707,298680,542049,298680.00,526058.40,918362.00,443666.25,474695.75,1362028.25,
361,918346,803112,485532,555117,428556,435398,569901,570694,509699,528021,428556.00,580437.60,918346.00,389771.58,528574.42,1308117.58,
362,569432,467761,475585,554889,425371,436432,531473,570710,508954,622144,425371.00,516275.10,622144.00,127681.94,494462.06,749825.94,
363,569108,679142,547898,553497,420822,415447,517082,570714,508985,622467,415447.00,540516.20,679142.00,163116.00,516026.00,842258.00,
364,498272,467683,539686,551511,501171,375995,518026,570817,470750,533867,375995.00,502777.80,570817.00,87527.94,483289.06,658344.94,
365,499423,409304,549034,503269,501126,436212,583294,518204,378252,392591,378252.00,477070.90,583294.00,128617.23,454676.77,711911.23,
366,499259,407320,402367,503147,501255,417146,582903,517318,418260,392667,392667.00,464164.20,582903.00,138051.47,444851.53,720954.47,
367,502132,407847,409652,467170,501432,375843,572449,501623,511410,392531,375843.00,464208.90,572449.00,128879.90,443569.10,701328.90,
368,434900,407677,551221,467697,501479,361680,572555,501587,511431,393630,361680.00,470385.70,572555.00,119694.94,452860.06,692249.94,
369,500475,416909,551187,504681,421958,362424,575278,440861,418137,392623,362424.00,458453.30,575278.00,139675.41,435602.59,714953.41,
370,359836,678215,551373,453335,500956,389965,572475,586003,368221,392586,359836.00,485296.50,678215.00,205083.43,473131.57,883298.43,
371,363691,406762,550102,453357,500994,389825,575540,585648,443345,392804,363691.00,466206.80,585648.00,130732.42,454915.58,716380.42,
372,585688,406864,551574,489506,427606,388959,575566,585630,422822,641177,388959.00,507539.20,641177.00,166743.66,474433.34,807920.66,
373,795250,406851,551206,489790,429679,390271,581747,585711,422822,641184,390271.00,529451.10,795250.00,307913.46,487336.54,1103163.46,
374,798143,407927,551042,489221,498765,390381,582296,585732,440071,641241,390381.00,538481.90,798143.00,299851.71,498291.29,1097994.71,
375,798126,473158,552486,468450,404317,390403,550940,813859,440249,592167,390403.00,548415.50,813859.00,317734.73,496124.27,1131593.73,
376,798313,474236,552491,449099,412487,390857,335821,813839,443666,592170,335821.00,526297.90,813839.00,345017.21,468821.79,1158856.21,
377,798232,474224,550417,476614,408822,390405,466745,813710,443665,592123,390405.00,541495.70,813710.00,324507.81,489202.19,1138217.81,
378,779130,452741,484633,476129,408805,429253,318346,631439,429846,592046,318346.00,500236.80,779130.00,322448.39,456681.61,1101578.39,
379,362304,473117,484728,445844,412934,362152,352531,631416,429920,598081,352531.00,455302.70,631416.00,188779.44,442636.56,820195.44,
380,899470,407883,550741,532822,412822,362187,543222,721410,443150,590402,362187.00,546410.90,899470.00,406279.70,493190.30,1305749.70,
381,778042,473547,598556,532818,406820,362087,543279,830705,422452,591806,362087.00,554011.20,830705.00,329280.35,501424.65,1159985.35,
382,796917,473761,598649,488342,404786,361739,542861,731231,423403,591815,361739.00,541350.40,796917.00,304146.12,492770.88,1101063.12,
383,361739,417189,598962,463720,414804,385572,542861,732152,423406,584397,361739.00,492480.20,732152.00,250069.14,482082.86,982221.14,
384,361752,492406,598804,500321,409629,384685,543089,732206,439925,584676,361752.00,504749.30,732206.00,234960.06,497245.94,967166.06,
385,778517,491745,598923,534210,544371,384690,578938,732673,418078,584506,384690.00,564665.10,778517.00,256816.44,521700.56,1035333.44,
386,828109,493313,598652,462860,556623,380611,623231,732651,411382,588278,380611.00,567571.00,828109.00,308107.55,520001.45,1136216.55,
387,361835,404453,598655,534704,503145,384744,469992,830250,411427,642803,361835.00,514200.80,830250.00,327972.72,502277.28,1158222.72,
388,365663,404470,609134,470197,503164,388944,470027,830433,422467,586341,365663.00,505084.00,830433.00,336338.93,494094.07,1166771.93,
